team_id,opposition,h2h_matches,h2h_avg_runs,h2h_win_rate,h2h_strength
0,Dubai Capitals,7,160.86,0.14,1.2
0,Gulf Giants,5,148.0,0.4,1.1
0,Sharjah Warriorz,2,160.0,0.5,1.19
1,Colombo Cricket Club,1,98.0,0.0,0.73
1,Kurunegala Youth Cricket Club,1,82.0,1.0,0.61
1,Negombo Cricket Club,1,135.0,0.0,1.01
1,Nondescripts Cricket Club,1,115.0,0.0,0.86
1,Sinhalese Sports Club,1,178.0,1.0,1.33
2,Brazil,6,50.83,0.17,0.38
2,Canada,5,79.8,0.2,0.59
2,Cayman Islands,2,109.5,0.0,0.82
2,Chile,3,228.67,1.0,1.7
2,Mexico,3,116.33,1.0,0.87
2,United States of America,6,83.67,0.0,0.62
3,Bangladesh,16,125.88,0.75,0.94
3,England,60,148.38,0.52,1.1
3,India,59,153.95,0.53,1.15
3,Ireland,9,136.33,1.0,1.02
3,New Zealand,47,142.02,0.7,1.06
3,Pakistan,44,130.14,0.64,0.97
3,Scotland,4,172.75,1.0,1.29
3,South Africa,36,155.39,0.69,1.16
3,Sri Lanka,35,145.34,0.66,1.08
3,United Arab Emirates,1,119.0,1.0,0.89
3,West Indies,39,155.87,0.67,1.16
4,Belgium,5,174.4,1.0,1.3
4,Czech Republic,7,149.14,0.86,1.11
4,Denmark,2,103.5,0.0,0.77
4,France,2,145.5,1.0,1.08
4,Germany,11,89.36,0.18,0.67
4,Guernsey,1,141.0,1.0,1.05
4,Hungary,5,166.2,0.8,1.24
4,Ireland,1,98.0,0.0,0.73
4,Israel,1,110.0,1.0,0.82
4,Luxembourg,7,149.0,0.71,1.11
4,Norway,4,118.75,0.75,0.88
4,Scotland,1,66.0,0.0,0.49
4,Slovenia,4,176.5,1.0,1.31
4,Sweden,3,132.0,1.0,0.98
4,Switzerland,5,161.4,0.6,1.2
5,Burgher Recreation Club,1,80.0,0.0,0.6
5,Chilaw Marians Cricket Club,1,110.0,0.0,0.82
5,Moors Sports Club,2,107.5,0.0,0.8
6,Argentina,3,104.67,0.67,0.78
6,Belize,1,117.0,1.0,0.87
6,Bermuda,8,100.0,0.0,0.74
6,Cayman Islands,5,112.2,0.0,0.84
6,Mexico,1,95.0,1.0,0.71
6,Panama,3,109.0,0.67,0.81
6,United States of America,2,79.0,0.0,0.59
7,Hong Kong,8,94.62,0.38,0.7
7,Indonesia,6,115.5,0.67,0.86
7,Kuwait,15,126.93,0.27,0.95
7,Malawi,7,131.71,1.0,0.98
7,Nepal,4,40.5,0.0,0.3
7,Oman,9,118.67,0.22,0.88
7,Qatar,14,120.29,0.29,0.9
7,Singapore,5,121.0,0.8,0.9
7,Uganda,2,93.0,0.5,0.69
7,United Arab Emirates,9,121.44,0.22,0.9
8,Australia,16,117.69,0.25,0.88
8,Hong Kong,3,138.0,0.67,1.03
8,India,33,121.94,0.12,0.91
8,Ireland,19,129.58,0.53,0.96
8,Maldives,1,255.0,1.0,1.9
8,Netherlands,9,131.0,0.78,0.98
8,New Zealand,24,115.17,0.17,0.86
8,Oman,2,166.5,1.0,1.24
8,Pakistan,37,119.76,0.24,0.89
8,Papua New Guinea,4,117.5,1.0,0.87
8,Scotland,6,106.33,0.83,0.79
8,South Africa,19,105.95,0.05,0.79
8,Sri Lanka,34,134.53,0.35,1.0
8,Thailand,6,99.67,1.0,0.74
8,United Arab Emirates,7,151.14,0.71,1.13
8,United States of America,5,121.0,0.6,0.9
8,West Indies,26,130.92,0.31,0.97
8,Zimbabwe,27,148.96,0.7,1.11
9,India,1,62.0,0.0,0.46
9,Jamaica,2,112.5,1.0,0.84
10,Austria,5,167.6,0.0,1.25
10,France,5,110.2,0.4,0.82
10,Gibraltar,1,142.0,1.0,1.06
10,Isle of Man,1,122.0,1.0,0.91
10,Italy,1,141.0,0.0,1.05
10,Luxembourg,2,174.5,1.0,1.3
10,Malta,10,136.2,0.8,1.01
10,Portugal,4,138.25,0.25,1.03
10,Serbia,1,179.0,1.0,1.33
10,Spain,1,149.0,1.0,1.11
11,Bermuda,2,68.5,0.0,0.51
11,Brazil,1,121.0,1.0,0.9
11,Canada,3,54.33,0.0,0.4
11,Cayman Islands,1,107.0,0.0,0.8
11,Suriname,1,98.0,0.0,0.73
11,United States of America,3,66.33,0.0,0.49
12,Bahamas,8,132.88,1.0,0.99
12,Belize,2,106.0,1.0,0.79
12,Canada,5,111.2,0.2,0.83
12,Cayman Islands,10,141.8,0.9,1.06
12,Denmark,1,112.0,1.0,0.83
12,Kenya,2,108.5,0.0,0.81
12,Mexico,1,97.0,1.0,0.72
12,Namibia,1,106.0,0.0,0.79
12,Netherlands,1,114.0,0.0,0.85
12,Panama,4,109.25,1.0,0.81
12,Scotland,3,135.33,0.33,1.01
12,United States of America,6,125.5,0.33,0.93
13,Cambodia,1,123.0,0.0,0.92
13,China,2,104.0,1.0,0.77
13,Hong Kong,3,88.33,0.0,0.66
13,Kuwait,4,93.0,0.5,0.69
13,Malaysia,5,76.0,0.0,0.57
13,Maldives,9,117.44,0.56,0.87
13,Myanmar,5,92.6,0.2,0.69
13,Nepal,6,56.17,0.0,0.42
13,Saudi Arabia,3,76.33,0.0,0.57
13,Singapore,3,89.67,0.33,0.67
13,United Arab Emirates,3,79.0,0.0,0.59
14,Derbyshire,12,178.75,0.58,1.33
14,Durham,12,152.67,0.5,1.14
14,Glamorgan,2,141.5,1.0,1.05
14,Gloucestershire,3,115.67,0.0,0.86
14,Kent,1,141.0,0.0,1.05
14,Lancashire,7,152.86,0.57,1.14
14,Leicestershire,9,153.56,0.67,1.14
14,Northamptonshire,16,179.06,0.5,1.33
14,Nottinghamshire,14,158.21,0.57,1.18
14,Somerset,2,148.5,0.5,1.11
14,Worcestershire,15,178.4,0.6,1.33
14,Yorkshire,14,169.93,0.64,1.27
15,Kandy Customs Cricket Club,1,81.0,1.0,0.6
15,Moors Sports Club,2,94.0,0.5,0.7
15,Panadura Sports Club,1,129.0,1.0,0.96
15,Police Sports Club,1,147.0,1.0,1.09
15,Tamil Union Cricket and Athletic Club,1,119.0,0.0,0.89
16,Dolphins,4,124.75,0.75,0.93
16,Lions,3,156.0,0.33,1.16
16,North West,4,124.25,0.25,0.93
16,Titans,4,122.25,0.5,0.91
16,Warriors,3,164.33,0.67,1.22
17,Eswatini,5,153.4,1.0,1.14
17,Kenya,10,90.5,0.1,0.67
17,Lesotho,6,143.33,1.0,1.07
17,Namibia,13,82.69,0.08,0.62
17,Nigeria,8,101.12,0.12,0.75
17,Sierra Leone,8,102.25,0.38,0.76
17,St Helena,2,111.5,1.0,0.83
17,Tanzania,5,101.0,0.0,0.75
17,Uganda,8,91.38,0.0,0.68
18,Argentina,6,67.0,0.83,0.5
18,Belize,1,120.0,0.0,0.89
18,Cameroon,1,156.0,1.0,1.16
18,Germany,1,117.0,1.0,0.87
18,Kenya,1,81.0,0.0,0.6
18,Mexico,2,93.5,0.5,0.7
18,Sierra Leone,1,87.0,1.0,0.65
19,Czech Republic,2,143.5,0.0,1.07
19,Estonia,3,97.0,0.0,0.72
19,Finland,1,74.0,0.0,0.55
19,Gibraltar,7,196.57,0.57,1.46
19,Greece,3,109.0,0.0,0.81
19,Luxembourg,2,99.0,0.0,0.74
19,Malta,3,155.33,0.0,1.16
19,Romania,7,109.86,0.14,0.82
19,Serbia,13,143.54,0.38,1.07
19,Turkey,4,145.5,0.5,1.08
20,Chilaw Marians Cricket Club,2,130.0,1.0,0.97
20,Colombo Cricket Club,1,39.0,0.0,0.29
20,Colts Cricket Club,1,73.0,0.0,0.54
20,Police Sports Club,1,160.0,1.0,1.19
21,Bahrain,2,104.0,0.0,0.77
21,Bhutan,1,126.0,1.0,0.94
21,Indonesia,15,129.33,0.53,0.96
21,Oman,1,91.0,0.0,0.68
21,Saudi Arabia,2,154.0,0.0,1.15
21,Singapore,8,49.62,0.12,0.37
21,United Arab Emirates,2,104.0,0.0,0.77
22,Eswatini,2,151.0,1.0,1.12
22,Gambia,1,104.0,0.0,0.77
22,Kenya,3,41.0,0.0,0.31
22,Lesotho,2,76.5,1.0,0.57
22,Nigeria,3,44.67,0.0,0.33
22,Sierra Leone,6,87.67,0.17,0.65
22,Tanzania,4,46.5,0.0,0.35
22,Uganda,2,52.5,0.0,0.39
23,Argentina,5,112.6,0.8,0.84
23,Bahamas,4,95.0,1.0,0.71
23,Bermuda,5,116.0,0.6,0.86
23,Cayman Islands,9,161.11,1.0,1.2
23,Hong Kong,2,116.5,0.0,0.87
23,Ireland,5,126.8,0.4,0.94
23,Japan,1,100.0,1.0,0.74
23,Kenya,5,130.4,0.2,0.97
23,Namibia,4,111.5,0.0,0.83
23,Netherlands,5,138.2,0.2,1.03
23,Oman,7,141.14,0.57,1.05
23,Pakistan,1,106.0,0.0,0.79
23,Panama,4,140.5,1.0,1.05
23,Philippines,1,216.0,1.0,1.61
23,Scotland,2,135.0,0.0,1.01
23,United Arab Emirates,3,131.67,0.0,0.98
23,United States of America,23,125.04,0.22,0.93
24,Knights,15,160.93,0.73,1.2
24,Lions,15,145.07,0.47,1.08
24,Titans,14,143.14,0.21,1.07
24,Warriors,14,150.0,0.64,1.12
25,Argentina,2,121.0,1.0,0.9
25,Bahamas,5,151.8,1.0,1.13
25,Bermuda,10,118.9,0.1,0.89
25,Canada,9,84.89,0.0,0.63
25,Mexico,1,86.0,1.0,0.64
25,United States of America,3,80.33,0.0,0.6
26,Burgher Recreation Club,2,125.0,0.0,0.93
26,Police Sports Club,1,178.0,1.0,1.33
26,Tamil Union Cricket and Athletic Club,1,106.0,0.0,0.79
27,Argentina,3,31.0,0.0,0.23
28,Cambodia,1,37.0,0.0,0.28
28,Hong Kong,12,73.42,0.17,0.55
28,Japan,7,82.43,0.14,0.61
28,Kuwait,2,56.5,0.5,0.42
28,Malaysia,5,41.2,0.2,0.31
28,Myanmar,3,64.33,1.0,0.48
28,Nepal,3,50.0,0.0,0.37
28,Oman,1,59.0,1.0,0.44
28,Philippines,2,68.0,1.0,0.51
28,South Korea,4,81.0,0.5,0.6
28,United Arab Emirates,3,42.0,0.0,0.31
29,Burgher Recreation Club,1,179.0,1.0,1.33
29,Kurunegala Youth Cricket Club,1,200.0,1.0,1.49
29,Panadura Sports Club,2,146.5,0.5,1.09
30,Burgher Recreation Club,1,74.0,1.0,0.55
30,Kandy Customs Cricket Club,1,92.0,1.0,0.69
30,Panadura Sports Club,2,128.0,0.0,0.95
30,Police Sports Club,1,166.0,1.0,1.24
31,Fiji,6,115.0,0.33,0.86
31,Indonesia,4,62.5,0.0,0.47
31,Japan,4,91.75,0.0,0.68
31,Vanuatu,6,122.83,0.5,0.91
32,Mexico,9,69.78,0.11,0.52
32,Turks and Caicos Island,2,69.5,0.5,0.52
33,Germany,1,98.0,0.0,0.73
33,Gibraltar,2,94.5,0.5,0.7
33,Hungary,2,63.5,0.0,0.47
33,Italy,1,44.0,0.0,0.33
33,Malta,2,103.5,0.0,0.77
33,Serbia,3,91.0,0.67,0.68
33,Spain,5,71.6,0.0,0.53
33,Turkey,1,83.0,0.0,0.62
34,Czech Republic,6,102.33,0.83,0.76
34,Denmark,1,63.0,0.0,0.47
34,Estonia,12,139.75,0.67,1.04
34,Finland,1,148.0,0.0,1.1
34,Germany,1,70.0,0.0,0.52
34,Malta,1,134.0,1.0,1.0
34,Portugal,1,114.0,0.0,0.85
34,Serbia,3,99.67,0.67,0.74
34,Turkey,1,183.0,1.0,1.36
35,Belgium,1,74.0,0.0,0.55
35,Bulgaria,2,188.0,1.0,1.4
35,Estonia,5,89.4,0.2,0.67
35,Gibraltar,4,112.75,0.25,0.84
35,Greece,1,159.0,1.0,1.18
35,Hungary,6,145.67,0.5,1.08
35,Israel,1,113.0,1.0,0.84
35,Romania,6,163.17,0.33,1.22
35,Switzerland,1,184.0,1.0,1.37
36,Bermuda,1,111.0,0.0,0.83
36,Estonia,1,67.0,1.0,0.5
36,Finland,7,148.29,0.86,1.1
36,France,1,176.0,1.0,1.31
36,Germany,6,90.33,0.17,0.67
36,Greece,1,166.0,1.0,1.24
36,Guernsey,3,123.33,0.0,0.92
36,Jersey,6,114.0,0.0,0.85
36,Kenya,1,84.0,0.0,0.63
36,Nepal,1,79.0,0.0,0.59
36,Norway,6,124.83,0.83,0.93
36,Portugal,2,98.0,1.0,0.73
36,Scotland,2,128.0,0.0,0.95
36,Sweden,7,104.86,0.29,0.78
36,United States of America,1,124.0,0.0,0.92
37,Durham,11,162.82,0.27,1.21
37,Essex,1,126.0,0.0,0.94
37,Lancashire,21,157.1,0.24,1.17
37,Leicestershire,22,161.18,0.64,1.2
37,Northamptonshire,18,168.83,0.44,1.26
37,Nottinghamshire,22,167.59,0.14,1.25
37,Somerset,1,74.0,0.0,0.55
37,Worcestershire,17,164.12,0.41,1.22
37,Yorkshire,23,155.48,0.57,1.16
38,Dubai Capitals,8,165.62,0.25,1.23
38,MI Emirates,6,132.83,0.5,0.99
38,Sharjah Warriorz,3,137.33,1.0,1.02
39,Boland,4,119.0,0.25,0.89
39,Cape Cobras,16,139.88,0.5,1.04
39,Knights,16,134.06,0.62,1.0
39,Lions,13,149.85,0.23,1.12
39,Titans,21,148.9,0.38,1.11
39,Warriors,15,146.8,0.33,1.09
40,Abu Dhabi Knight Riders,7,184.0,0.86,1.37
40,Desert Vipers,8,162.62,0.75,1.21
41,Birmingham Bears,12,160.17,0.5,1.19
41,Derbyshire,11,171.55,0.64,1.28
41,Lancashire,23,145.74,0.35,1.09
41,Leicestershire,23,145.91,0.48,1.09
41,Northamptonshire,22,154.91,0.45,1.15
41,Nottinghamshire,21,155.9,0.33,1.16
41,Surrey,1,162.0,0.0,1.21
41,Worcestershire,16,165.81,0.31,1.23
41,Yorkshire,22,154.95,0.5,1.15
42,Australia,61,138.28,0.41,1.03
42,Bangladesh,7,125.14,0.57,0.93
42,India,59,145.29,0.56,1.08
42,Ireland,6,145.67,0.5,1.08
42,Namibia,1,122.0,1.0,0.91
42,Netherlands,2,125.0,0.0,0.93
42,New Zealand,53,146.58,0.7,1.09
42,Pakistan,49,156.22,0.73,1.16
42,Scotland,1,113.0,1.0,0.84
42,South Africa,48,152.23,0.6,1.13
42,Sri Lanka,22,144.5,0.73,1.08
42,West Indies,62,150.58,0.65,1.12
43,Derbyshire,1,160.0,1.0,1.19
43,Glamorgan,19,166.05,0.53,1.24
43,Gloucestershire,12,169.58,0.42,1.26
43,Hampshire,25,150.72,0.4,1.12
43,Kent,23,170.91,0.43,1.27
43,Lancashire,2,163.0,0.5,1.21
43,Middlesex,23,161.57,0.57,1.2
43,Nottinghamshire,1,123.0,0.0,0.92
43,Somerset,16,155.44,0.25,1.16
43,Surrey,19,167.79,0.53,1.25
43,Sussex,18,169.39,0.5,1.26
44,Bulgaria,3,98.33,1.0,0.73
44,Cyprus,12,137.33,0.33,1.02
44,Czech Republic,5,104.8,0.8,0.78
44,Denmark,1,64.0,0.0,0.48
44,Gibraltar,5,86.8,0.2,0.65
44,Guernsey,1,99.0,0.0,0.74
44,Malta,4,159.75,0.5,1.19
44,Switzerland,5,128.8,0.0,0.96
45,Botswana,5,58.0,0.0,0.43
45,Mozambique,13,97.77,0.23,0.73
45,Nigeria,2,120.0,0.0,0.89
45,Sierra Leone,6,36.17,0.0,0.27
45,St Helena,1,173.0,1.0,1.29
45,Tanzania,2,71.5,0.0,0.53
46,Cook Islands,6,133.5,0.67,0.99
46,France,1,115.0,1.0,0.86
46,Indonesia,2,85.0,0.0,0.63
46,Japan,4,77.5,0.0,0.58
46,Samoa,8,117.38,0.62,0.87
47,Bulgaria,1,199.0,1.0,1.48
47,Croatia,1,87.0,1.0,0.65
47,Denmark,7,93.0,0.14,0.69
47,Isle of Man,1,34.0,0.0,0.25
47,Italy,2,116.0,0.0,0.86
47,Jersey,1,66.0,0.0,0.49
47,Norway,7,106.14,0.29,0.79
47,Spain,2,122.5,0.5,0.91
48,Austria,2,142.0,0.0,1.06
48,Belgium,5,113.8,0.2,0.85
48,Denmark,1,103.0,0.0,0.77
48,Fiji,1,59.0,0.0,0.44
48,Germany,8,80.12,0.12,0.6
48,Guernsey,1,97.0,0.0,0.72
48,Hungary,1,97.0,0.0,0.72
48,Malta,7,125.43,0.57,0.93
48,Netherlands,3,63.0,0.0,0.47
48,Portugal,1,114.0,1.0,0.85
48,Scotland,3,59.67,0.0,0.44
48,Switzerland,2,152.5,0.0,1.14
48,Turkey,2,168.0,1.0,1.25
49,Cameroon,1,115.0,1.0,0.86
49,Ghana,2,62.5,0.0,0.47
49,Kenya,1,46.0,0.0,0.34
49,Mozambique,2,106.0,0.0,0.79
49,Sierra Leone,2,81.5,0.0,0.61
50,Austria,11,130.91,0.82,0.97
50,Brazil,1,109.0,0.0,0.81
50,Canada,1,131.0,0.0,0.98
50,Denmark,6,114.0,0.83,0.85
50,France,8,108.38,0.88,0.81
50,Greece,4,143.5,1.0,1.07
50,Guernsey,4,136.25,0.5,1.01
50,Isle of Man,2,153.0,1.0,1.14
50,Italy,14,111.5,0.21,0.83
50,Netherlands,4,74.75,0.0,0.56
50,Norway,6,120.5,0.67,0.9
50,Philippines,1,115.0,1.0,0.86
50,Scotland,3,54.0,0.0,0.4
50,Spain,8,135.25,0.5,1.01
50,Tanzania,2,138.5,0.5,1.03
50,Uganda,1,46.0,0.0,0.34
51,Gambia,2,190.0,1.0,1.41
51,Kenya,2,99.5,0.0,0.74
51,Mali,1,27.0,1.0,0.2
51,Nigeria,5,99.4,0.0,0.74
51,Rwanda,10,99.6,0.3,0.74
51,Sierra Leone,5,111.0,0.6,0.83
51,South Africa,1,103.0,0.0,0.77
51,Tanzania,2,102.5,0.0,0.76
51,Uganda,4,104.0,0.0,0.77
52,Belgium,1,139.0,0.0,1.04
52,Bulgaria,7,199.14,0.43,1.48
52,Czech Republic,4,161.5,0.75,1.2
52,Hungary,3,140.67,0.33,1.05
52,Israel,2,106.5,0.0,0.79
52,Jersey,2,66.0,0.0,0.49
52,Malta,8,162.25,0.25,1.21
52,Norway,1,126.0,0.0,0.94
52,Portugal,8,123.0,0.0,0.92
52,Spain,2,96.5,0.0,0.72
52,Turkey,2,175.5,1.0,1.31
53,Birmingham Bears,2,134.5,0.0,1.0
53,Essex,19,170.53,0.42,1.27
53,Gloucestershire,21,144.14,0.43,1.07
53,Hampshire,16,142.69,0.38,1.06
53,Kent,9,164.67,0.78,1.23
53,Lancashire,1,136.0,0.0,1.01
53,Middlesex,16,156.12,0.69,1.16
53,Somerset,21,148.52,0.33,1.11
53,Surrey,21,150.14,0.33,1.12
53,Sussex,20,160.4,0.4,1.19
53,Worcestershire,1,196.0,1.0,1.46
54,Essex,11,172.64,0.55,1.29
54,Glamorgan,21,159.05,0.48,1.18
54,Hampshire,14,139.71,0.29,1.04
54,Kent,22,147.45,0.64,1.1
54,Middlesex,22,166.23,0.68,1.24
54,Northamptonshire,2,149.5,1.0,1.11
54,Somerset,22,162.91,0.5,1.21
54,Surrey,12,144.25,0.33,1.07
54,Sussex,22,154.05,0.45,1.15
54,Worcestershire,3,171.33,0.67,1.28
55,Bulgaria,3,88.33,0.67,0.66
55,Czech Republic,1,84.0,0.0,0.63
55,Finland,1,146.0,0.0,1.09
55,Germany,4,78.25,0.0,0.58
55,Isle of Man,4,86.5,0.0,0.64
55,Spain,5,79.2,0.0,0.59
55,Sweden,1,43.0,0.0,0.32
56,Austria,1,139.0,0.0,1.04
56,Denmark,2,138.5,1.0,1.03
56,Finland,1,86.0,0.0,0.64
56,France,1,153.0,1.0,1.14
56,Germany,4,138.0,0.5,1.03
56,Gibraltar,1,76.0,1.0,0.57
56,Isle of Man,1,101.0,1.0,0.75
56,Israel,1,80.0,1.0,0.6
56,Jersey,10,113.7,0.2,0.85
56,Netherlands,1,99.0,0.0,0.74
56,Norway,5,110.8,0.6,0.83
56,Spain,2,94.5,0.5,0.7
57,Abu Dhabi Knight Riders,5,141.0,0.6,1.05
57,MI Emirates,7,153.29,0.57,1.14
57,Sharjah Warriorz,2,173.0,0.5,1.29
58,Windward Islands,2,95.5,1.0,0.71
59,Essex,24,163.29,0.5,1.22
59,Glamorgan,16,151.19,0.62,1.13
59,Gloucestershire,14,143.71,0.71,1.07
59,Kent,19,165.58,0.37,1.23
59,Middlesex,21,155.19,0.62,1.16
59,Nottinghamshire,3,156.33,0.67,1.16
59,Somerset,25,156.44,0.28,1.16
59,Surrey,15,134.6,0.2,1.0
59,Sussex,21,170.43,0.52,1.27
59,Worcestershire,2,149.0,1.0,1.11
60,Bahrain,7,104.86,0.29,0.78
60,Bangladesh,3,130.67,0.33,0.97
60,Canada,2,159.0,1.0,1.18
60,China,12,103.83,0.83,0.77
60,India,1,152.0,0.0,1.13
60,Ireland,5,143.0,0.4,1.06
60,Japan,13,110.92,0.69,0.83
60,Jersey,2,148.5,0.5,1.11
60,Kuwait,14,125.71,0.64,0.94
60,Malaysia,24,117.46,0.5,0.87
60,Namibia,7,118.71,0.57,0.88
60,Nepal,23,100.09,0.39,0.75
60,Netherlands,7,119.86,0.14,0.89
60,Nigeria,1,82.0,1.0,0.61
60,Pakistan,2,65.0,0.0,0.48
60,Qatar,7,157.29,0.57,1.17
60,Saudi Arabia,1,147.0,0.0,1.09
60,Scotland,5,120.8,0.2,0.9
60,Singapore,6,175.67,0.83,1.31
60,South Korea,2,119.0,1.0,0.89
60,Tanzania,2,96.5,1.0,0.72
60,Thailand,7,66.86,0.14,0.5
60,Uganda,6,93.17,0.33,0.69
60,United Arab Emirates,18,119.22,0.17,0.89
60,United States of America,2,147.0,0.5,1.09
61,Austria,5,162.6,0.2,1.21
61,Czech Republic,6,133.0,0.17,0.99
61,France,1,149.0,1.0,1.11
61,Israel,2,138.5,0.5,1.03
61,Romania,5,139.8,0.2,1.04
61,Slovenia,3,195.67,1.0,1.46
62,Pakistan,3,167.33,0.33,1.25
62,West Indies,1,127.0,0.0,0.95
63,Cape Cobras,1,171.0,0.0,1.27
63,Dolphins,1,148.0,0.0,1.1
63,Knights,1,178.0,0.0,1.33
63,Lions,2,86.0,0.0,0.64
63,Titans,2,128.5,0.0,0.96
